id;origen;fuente;no_enviar_email;no_llamar;compra;visitas_total;tiempo_en_site_total;paginas_vistas_visita;ult_actividad;ambito;ocupacion;conociste_google;conociste_revista;conociste_periodico;conociste_youtube;conociste_facebook;conociste_referencias;score_actividad;score_perfil;descarga_lm;fecha_interaccion;fecha_inicio_contrato;fecha_fin_contrato
658831;API;Chat;No;No;1;10;1815;3.33;Had a Phone Conversation;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;15;17;Yes;24/05/2023;27/07/2023;2/12/2024
658779;API;Organic Search;No;No;0;10;194;5;Email Link Clicked;SG1C - Aerolineas;Asistente de logistica;No;No;No;No;No;No;13;15;No;12/06/2023;;
658756;Landing Page Submission;Referral Sites;No;No;0;12;493;12;Email Link Clicked;SG1A - Agentes de Carga;;No;No;No;No;No;No;16;16;Yes;4/08/2023;;
658686;API;Organic Search;No;No;0;7;1334;7;Email Opened;SG3 - Otros;;No;No;No;No;No;No;14;16;Yes;16/10/2023;;
658656;API;Google;No;No;0;1;250;1;Email Bounced;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;15;No;29/01/2023;;
658597;API;Organic Search;No;No;0;5;1841;5;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;12/08/2023;;
658546;Landing Page Submission;Organic Search;No;No;1;12;1411;6;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;16;16;Yes;20/06/2023;25/08/2023;26/10/2024
658432;Lead Add Form;Reference;No;No;1;;785;;Approached upfront;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;17;No;21/06/2023;6/08/2023;2/11/2024
658407;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No;5/07/2023;;
658405;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No;29/06/2023;;
658398;API;Organic Search;No;No;1;5;1234;1.67;Email Opened;SG3 - Otros;Supervisor de almacen;No;No;No;No;No;No;16;17;No;25/01/2023;23/04/2023;13/11/2024
658353;API;Organic Search;No;No;0;8;14;8;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;14/07/2023;;
658323;API;Chat;No;No;0;0;0;0;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;11/01/2023;;
658278;API;Direct Traffic;No;No;0;2;205;2;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;11;15;No;29/06/2023;;
658264;Landing Page Submission;Direct Traffic;No;No;1;9;1953;1.8;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;15;17;No;29/11/2023;6/01/2024;24/07/2025
658206;Landing Page Submission;Direct Traffic;No;No;0;4;187;4;Email Link Clicked;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;13;18;Yes;20/03/2023;;
658193;Lead Add Form;Reference;No;No;1;0;0;0;Email Opened;SG1A - Agentes de Carga;Gerente de operaciones logisticas;No;No;No;No;No;No;15;18;No;3/10/2023;4/12/2023;26/08/2025
658070;Landing Page Submission;Direct Traffic;No;No;0;7;74;2.33;Unreachable;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;18;No;2/01/2023;;
658023;API;Chat;No;No;0;3;1122;1.5;Email Opened;;;No;No;No;No;No;No;15;15;No;16/04/2023;;
658017;Landing Page Submission;Organic Search;No;No;0;6;135;6;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;14;18;Yes;18/04/2023;;
657920;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No;6/01/2023;;
657905;Landing Page Submission;Google;No;No;1;3;732;3;Email Opened;SG2A - Importadores;Gerente de operaciones logisticas;No;No;No;No;No;No;14;17;No;25/04/2023;5/07/2023;10/06/2025
657887;API;Organic Search;No;No;0;5;1117;5;Email Opened;;;No;No;No;No;No;No;15;15;No;24/02/2023;;
657828;API;Chat;No;No;0;0;0;0;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;26/02/2023;;
657803;Landing Page Submission;Google;No;No;0;6;32;6;Page Visited on Website;SG2A - Importadores;;No;No;No;No;No;No;15;18;No;23/09/2023;;
657754;Landing Page Submission;Google;No;No;0;4;144;4;Email Opened;SG2A - Importadores;;No;No;No;No;No;No;13;17;No;21/05/2023;;
657717;API;Chat;No;No;0;0;0;0;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;3/09/2023;;
657703;API;Google;No;No;0;3;235;3;Email Opened;;;No;No;No;No;No;No;14;15;No;4/03/2023;;
657620;API;Direct Traffic;No;No;0;11;10;5.5;Page Visited on Website;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;12;15;No;24/10/2023;;
657590;Lead Add Form;Reference;No;No;1;;1262;;;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;14;19;No;21/04/2023;30/06/2023;20/02/2025
657436;API;Referral Sites;No;No;0;4;436;4;Email Link Clicked;;;No;No;No;No;No;No;12;13;No;11/01/2023;;
657426;Landing Page Submission;google;No;No;0;5;1008;5;Page Visited on Website;SG1A - Agentes de Carga;;No;No;No;No;No;No;15;14;No;14/02/2023;;
657390;Landing Page Submission;Google;No;No;0;4;294;4;Email Opened;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;13;18;No;26/02/2023;;
657318;API;Google;No;No;0;4;97;4;Chat Conversation;;;No;No;No;No;No;No;15;15;No;8/05/2023;;
657313;Landing Page Submission;Direct Traffic;No;No;1;2;526;2;Form Submitted on Website;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;14;18;No;23/05/2023;27/07/2023;16/07/2025
657247;Lead Add Form;Reference;No;No;1;;803;;;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;14;20;No;31/12/2023;19/02/2024;3/05/2025
657224;API;Referral Sites;No;No;0;7;250;2.33;Email Opened;;;No;No;No;No;No;No;14;13;No;25/04/2023;;
657220;Landing Page Submission;Google;No;No;0;11;1189;11;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;15;18;No;4/01/2023;;
657183;Landing Page Submission;Direct Traffic;No;No;0;3;491;3;Email Opened;SG2B - Exportadores;Gerente de operaciones logisticas;No;No;No;No;No;No;14;20;Yes;9/11/2023;;
657010;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;15;15;No;28/08/2023;;
656962;API;Google;No;No;0;6;90;2;Page Visited on Website;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;15/10/2023;;
656778;API;Referral Sites;No;No;0;4;86;4;Chat Conversation;;;No;No;No;No;No;No;14;13;No;21/03/2023;;
656715;Lead Add Form;Reference;No;No;1;;43;;;SG1C - Aerolineas;Asistente de logistica;No;No;No;No;No;No;14;19;No;5/12/2023;24/01/2024;27/06/2025
656660;API;Google;No;No;0;2;135;2;Email Opened;;;No;No;No;No;No;No;14;15;No;15/11/2023;;
656589;Landing Page Submission;Google;No;No;0;4;157;4;Email Opened;SG2A - Importadores;;No;No;No;No;No;No;14;17;No;7/02/2023;;
656586;API;Chat;No;No;0;0;0;0;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;14;No;28/06/2023;;
656571;Landing Page Submission;Organic Search;No;No;0;5;811;5;Email Opened;SG2A - Importadores;;No;No;No;No;No;No;15;18;Yes;24/01/2023;;
656526;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No;21/07/2023;;
656516;Lead Add Form;Reference;No;No;1;;781;;;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;14;20;No;7/07/2023;19/09/2023;19/05/2025
656483;Landing Page Submission;Organic Search;No;No;1;4;1378;4;Had a Phone Conversation;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;14;17;No;11/03/2023;23/05/2023;20/09/2024
656481;API;Referral Sites;No;No;0;10;66;10;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;13;No;3/02/2023;;
656469;API;Organic Search;No;No;1;3;1636;1.5;Page Visited on Website;;;No;No;No;No;No;No;15;15;No;13/02/2023;22/03/2023;10/04/2024
656385;API;Referral Sites;No;No;0;4;179;4;Email Opened;;;No;No;No;No;No;No;14;13;No;30/05/2023;;
656381;Landing Page Submission;Direct Traffic;No;No;0;3;1346;3;Email Opened;SG2A - Importadores;;No;No;No;No;No;No;13;17;Yes;25/01/2023;;
656378;API;Google;No;No;0;7;277;3.5;Email Opened;;;No;No;No;No;No;No;13;15;No;1/06/2023;;
656331;Landing Page Submission;Google;No;No;1;5;472;5;Had a Phone Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;18;Yes;3/09/2023;23/11/2023;18/02/2025
656176;Landing Page Submission;Google;No;No;1;10;1128;1.43;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;20;Yes;22/09/2023;3/11/2023;29/11/2024
656126;API;Organic Search;No;No;1;4;1341;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;3/02/2023;12/04/2023;15/07/2024
656096;API;Organic Search;No;No;0;2;250;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;15;No;19/01/2023;;
656030;API;Referral Sites;No;No;0;9;110;9;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;13;No;24/12/2023;;
655953;Landing Page Submission;Google;No;No;0;7;109;7;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;18;No;9/07/2023;;
655889;Landing Page Submission;Organic Search;No;No;0;13;408;6.5;Email Opened;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;16;15;Yes;6/06/2023;;
655886;API;Referral Sites;No;No;0;11;366;3.67;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;3/09/2023;;
655793;Landing Page Submission;Google;No;No;1;2;1099;2;SMS Sent;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;18;No;26/02/2023;13/04/2023;4/06/2024
655723;API;Organic Search;No;No;0;7;463;3.5;Unreachable;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;15;No;7/11/2023;;
655719;Landing Page Submission;Direct Traffic;No;No;0;2;398;2;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;14;16;Yes;28/11/2023;;
655685;Landing Page Submission;Google;No;No;0;4;281;4;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;18;No;17/09/2023;;
655661;Landing Page Submission;Organic Search;Yes;No;0;5;615;2.5;Email Bounced;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;15;13;Yes;13/04/2023;;
655492;Landing Page Submission;Direct Traffic;No;No;0;4;1447;4;SMS Sent;SG2A - Importadores;;No;No;No;No;No;No;14;16;Yes;1/06/2023;;
655437;API;Referral Sites;No;No;0;2;56;2;Chat Conversation;;;No;No;No;No;No;No;14;13;No;26/07/2023;;
655423;Landing Page Submission;Google;No;No;1;4;746;4;Email Opened;SG2A - Importadores;Gerente de operaciones logisticas;No;No;No;No;No;No;15;19;No;10/08/2023;7/10/2023;22/05/2025
655405;API;Google;No;No;0;2;175;2;Page Visited on Website;;;No;No;No;No;No;No;14;15;No;11/01/2023;;
655404;Landing Page Submission;Direct Traffic;No;No;0;4;365;2;Email Opened;SG1A - Agentes de Carga;;No;No;No;No;No;No;13;17;Yes;22/10/2023;;
655379;Landing Page Submission;Google;No;No;0;6;351;6;Email Opened;SG2B - Exportadores;;No;No;No;No;No;No;13;14;Yes;30/03/2023;;
655366;API;Google;No;No;0;2;170;1;Chat Conversation;;;No;No;No;No;No;No;15;15;No;20/06/2023;;
655351;Landing Page Submission;Direct Traffic;No;No;0;7;150;7;Email Link Clicked;SG2B - Exportadores;;No;No;No;No;No;No;15;15;Yes;20/07/2023;;
655342;Landing Page Submission;Organic Search;No;No;0;5;255;2.5;SMS Sent;SG2A - Importadores;;No;No;No;No;No;No;13;18;Yes;16/02/2023;;
655287;Landing Page Submission;Direct Traffic;No;No;0;2;2;2;Form Submitted on Website;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;12;15;Yes;20/07/2023;;
655281;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;15;15;No;3/11/2023;;
655240;API;Organic Search;No;No;0;3;677;1.5;Email Opened;SG1A - Agentes de Carga;Supervisor de almacen;No;No;No;No;No;No;15;14;No;30/11/2023;;
655192;Landing Page Submission;Google;No;No;0;4;163;4;Chat Conversation;SG2B - Exportadores;;No;No;No;No;No;No;14;18;No;10/12/2023;;
655160;API;Referral Sites;No;No;0;5;133;5;Chat Conversation;;;No;No;No;No;No;No;15;13;No;11/07/2023;;
655156;Landing Page Submission;Direct Traffic;No;No;0;4;217;4;Email Opened;SG1A - Agentes de Carga;;No;No;No;No;No;No;13;16;Yes;5/09/2023;;
655154;API;Chat;No;No;0;0;0;0;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;14;No;2/10/2023;;
655133;Landing Page Submission;Direct Traffic;No;No;1;4;1385;4;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;14;17;Yes;28/08/2023;21/10/2023;31/12/2024
655078;Landing Page Submission;Direct Traffic;No;No;0;4;439;4;Email Opened;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;14;13;No;31/10/2023;;
655068;Landing Page Submission;Google;No;No;0;3;262;3;Email Opened;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;14;13;No;11/08/2023;;
655061;API;Google;No;No;1;4;913;1.33;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;16;No;26/02/2023;27/04/2023;9/12/2024
655024;Landing Page Submission;Organic Search;No;No;0;4;92;2;Email Link Clicked;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;18;Yes;24/01/2023;;
654918;Landing Page Submission;Direct Traffic;No;No;1;2;1012;2;Form Submitted on Website;SG1A - Agentes de Carga;;No;No;No;No;No;No;13;18;Yes;20/12/2023;8/02/2024;12/05/2025
654909;API;Chat;No;No;1;0;0;0;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;22/08/2023;28/10/2023;11/03/2025
654886;API;Google;No;No;0;8;717;2.67;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;10;15;No;10/08/2023;;
654842;Landing Page Submission;Direct Traffic;No;No;0;3;1577;1.5;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;13;17;Yes;19/05/2023;;
654822;Landing Page Submission;Google;No;No;0;2;127;1;Converted to Lead;SG1A - Agentes de Carga;;No;No;No;No;No;No;14;17;No;23/05/2023;;
654809;Landing Page Submission;Organic Search;No;No;0;6;283;6;Email Opened;SG2A - Importadores;;No;No;No;No;No;No;14;17;Yes;18/09/2023;;
654786;Landing Page Submission;Organic Search;No;No;0;6;361;3;Email Opened;SG2B - Exportadores;;No;No;No;No;No;No;14;13;Yes;14/02/2023;;
654712;Landing Page Submission;Google;Yes;No;0;4;347;4;Email Bounced;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;12;13;No;8/11/2023;;
654703;API;Organic Search;No;No;0;7;133;3.5;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;15;No;12/05/2023;;
654525;API;Organic Search;No;No;1;9;1125;9;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;20/04/2023;16/06/2023;25/06/2024
654482;API;Organic Search;No;No;0;1;1295;1;Converted to Lead;;;No;No;No;No;No;No;16;15;No;6/10/2023;;
654471;API;Chat;No;No;1;5;1387;1.67;Email Opened;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;14;17;Yes;27/04/2023;19/07/2023;15/12/2024
654456;API;Google;No;No;0;2;226;2;Email Opened;;;No;No;No;No;No;No;13;15;No;10/11/2023;;
654453;Landing Page Submission;Google;No;No;1;1;598;1;Converted to Lead;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;15;17;No;28/02/2023;15/04/2023;11/12/2024
654181;Lead Import;Facebook;No;No;0;;1517;;;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;13;No;7/03/2023;;
654184;Lead Import;Facebook;No;No;0;0;0;0;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;13;No;22/02/2023;;
654187;Lead Import;Facebook;No;No;1;;1012;;;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;14;13;No;21/04/2023;10/07/2023;20/09/2024
654190;Lead Import;Facebook;No;No;0;;345;;;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;13;No;24/10/2023;;
654192;Lead Import;Facebook;No;No;0;;97;;;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;15;No;22/12/2023;;
654170;Lead Add Form;Reference;No;No;1;1;288;1;Email Link Clicked;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;14;20;No;8/04/2023;3/07/2023;25/05/2025
654128;API;Google;No;No;0;3;301;3;Email Opened;;;No;No;No;No;No;No;14;15;No;15/05/2023;;
654116;API;Referral Sites;No;No;1;4;1523;4;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;13;No;3/10/2023;29/11/2023;9/09/2025
654101;Landing Page Submission;Google;No;No;0;4;321;4;Email Opened;SG2A - Importadores;;No;No;No;No;No;No;14;18;No;7/02/2023;;
654099;API;Chat;No;No;1;0;0;0;Chat Conversation;;;No;No;No;No;No;No;16;15;No;22/02/2023;18/04/2023;18/04/2024
654093;API;Google;No;No;0;4;1313;4;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;15;No;2/12/2023;;
654026;API;Google;No;No;0;3;52;3;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;16;No;22/08/2023;;
654001;Lead Add Form;Reference;No;No;1;0;0;0;Email Link Clicked;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;14;19;No;22/11/2023;31/01/2024;13/12/2025
653978;Landing Page Submission;Direct Traffic;No;No;0;4;327;4;Email Opened;SG1A - Agentes de Carga;;No;No;No;No;No;No;13;17;Yes;28/11/2023;;
653943;Lead Add Form;Reference;No;No;1;;1743;;;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;17;No;25/03/2023;28/05/2023;23/08/2024
653938;Landing Page Submission;Direct Traffic;No;No;0;4;105;2;Email Link Clicked;SG2A - Importadores;;No;No;No;No;No;No;13;16;Yes;6/12/2023;;
653924;API;Chat;No;No;1;3;978;3;Page Visited on Website;;;No;No;No;No;No;No;16;15;No;3/06/2023;20/08/2023;4/10/2024
653919;API;Referral Sites;No;No;0;6;208;6;Email Opened;;;No;No;No;No;No;No;14;13;No;11/02/2023;;
653903;API;Organic Search;No;No;0;3;118;1.5;Chat Conversation;;;No;No;No;No;No;No;14;15;No;30/03/2023;;
653858;API;Organic Search;No;No;0;7;47;7;Email Opened;;;No;No;No;No;No;No;13;15;No;17/03/2023;;
653848;Landing Page Submission;Google;No;No;0;12;333;6;Page Visited on Website;SG1A - Agentes de Carga;;No;No;No;No;No;No;15;18;No;4/08/2023;;
653836;Landing Page Submission;Direct Traffic;No;No;0;3;1458;3;SMS Sent;SG2A - Importadores;;No;No;No;No;No;No;14;16;Yes;29/09/2023;;
653785;API;Google;No;No;0;2;49;2;Chat Conversation;;;No;No;No;No;No;No;14;15;No;11/09/2023;;
653774;Landing Page Submission;Direct Traffic;No;No;0;2;210;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;18;No;20/11/2023;;
653773;API;Google;No;No;0;3;253;3;Email Opened;;;No;No;No;No;No;No;14;15;No;27/05/2023;;
653715;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;14;15;No;18/12/2023;;
653656;API;Organic Search;No;No;0;3;144;3;Email Opened;;;No;No;No;No;No;No;13;15;No;21/08/2023;;
653637;API;Chat;No;No;0;0;0;0;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;15;No;22/03/2023;;
653635;Landing Page Submission;Direct Traffic;No;No;0;11;1208;3.67;Email Opened;SG2B - Exportadores;;No;No;No;No;No;No;14;18;Yes;17/12/2023;;
653632;API;Google;No;No;0;9;208;4.5;Chat Conversation;;;No;No;No;No;No;No;15;15;No;6/08/2023;;
653586;Landing Page Submission;Direct Traffic;No;No;0;4;18;4;Email Opened;SG2A - Importadores;;No;No;No;No;No;No;13;17;Yes;30/10/2023;;
653580;Landing Page Submission;Direct Traffic;No;No;1;4;1588;4;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;16;17;Yes;27/06/2023;6/09/2023;17/09/2024
