id;origen;fuente;no_enviar_email;no_llamar;compra;visitas_total;tiempo_en_site_total;paginas_vistas_visita;ult_actividad;ambito;ocupacion;conociste_google;conociste_revista;conociste_periodico;conociste_youtube;conociste_facebook;conociste_referencias;score_actividad;score_perfil;descarga_lm;fecha_interaccion;fecha_inicio_contrato;fecha_fin_contrato
660194;Landing Page Submission;Direct Traffic;No;No;0;6;275;3;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;10;18;Yes;1/09/2022;;
660153;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No;8/07/2020;;
660149;API;Google;No;No;0;6;1225;6;Page Visited on Website;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;12;15;No;20/01/2021;;
660128;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No;28/10/2022;;
660087;API;Chat;No;No;1;0;0;0;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;16;No;14/06/2021;29/07/2021;9/03/2023
660070;Landing Page Submission;Google;No;No;0;5;160;5;Email Opened;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;17;18;No;14/11/2020;;
660069;Landing Page Submission;Organic Search;No;No;0;6;394;2;Unreachable;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;13;15;Yes;6/11/2022;;
660050;API;Google;No;No;0;6;286;1.5;Chat Conversation;;;No;No;No;No;No;No;16;15;No;27/09/2021;;
660048;API;Organic Search;No;No;0;7;96;2.33;Email Opened;;;No;No;No;No;No;No;13;15;No;18/02/2022;;
660030;API;Organic Search;No;No;0;2;12;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;28/10/2022;;
659998;Landing Page Submission;Referral Sites;No;No;1;13;436;13;Form Submitted on Website;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;15;13;No;15/11/2021;12/01/2022;4/01/2024
659963;API;Referral Sites;No;No;1;8;903;8;Page Visited on Website;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;16;15;No;9/03/2020;4/06/2020;3/05/2022
659942;Landing Page Submission;Organic Search;No;No;0;17;409;8.5;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;14;18;Yes;7/11/2020;;
659937;Landing Page Submission;Referral Sites;No;No;0;11;685;5.5;Email Opened;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;11;13;Yes;5/05/2022;;
659931;API;Google;No;No;0;4;213;4;Form Submitted on Website;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;13;16;No;26/06/2021;;
659925;API;Chat;No;No;0;0;0;0;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;5/10/2022;;
659918;API;Organic Search;No;No;1;7;1468;3.5;Page Visited on Website;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;18;No;28/11/2020;25/02/2021;8/02/2023
659896;API;Chat;No;No;0;0;0;0;Email Link Clicked;;;No;No;No;No;No;No;15;15;No;25/11/2021;;
659889;Landing Page Submission;Direct Traffic;No;No;1;4;1435;4;Email Opened;SG2A - Importadores;Gerente de operaciones logisticas;No;No;No;No;No;No;12;18;Yes;22/11/2021;29/01/2022;2/04/2023
659853;API;Google;No;No;1;3;885;1.5;Had a Phone Conversation;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;15;18;No;27/09/2022;13/12/2022;12/03/2024
659849;API;Chat;No;No;1;0;0;0;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;16;No;16/06/2021;30/07/2021;27/12/2022
659833;API;Chat;No;No;0;0;0;0;View in browser link Clicked;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;12;14;No;22/11/2021;;
659830;API;Chat;No;No;0;0;0;0;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;5/01/2021;;
659819;Landing Page Submission;Direct Traffic;No;No;0;1;1710;1;Converted to Lead;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;16;19;Yes;4/08/2020;;
659820;Landing Page Submission;Direct Traffic;No;No;0;4;219;4;Email Opened;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;13;18;No;10/05/2020;;
659806;Landing Page Submission;Referral Sites;Yes;No;0;3;111;3;Email Bounced;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;13;15;Yes;6/05/2020;;
659784;API;Organic Search;No;No;0;6;224;6;Page Visited on Website;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;15/08/2020;;
659782;Landing Page Submission;Direct Traffic;No;No;0;5;224;1.67;Page Visited on Website;SG2A - Importadores;;No;No;No;No;No;No;13;17;Yes;29/04/2020;;
659779;Landing Page Submission;Direct Traffic;No;No;1;2;1071;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;12;17;Yes;15/01/2020;14/03/2020;29/06/2021
659720;API;Referral Sites;No;No;0;4;520;4;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;10;15;No;25/08/2022;;
659708;API;Google;No;No;0;2;393;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;14;No;29/04/2021;;
659700;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No;16/07/2021;;
659696;Landing Page Submission;Google;No;No;1;3;1136;3;Page Visited on Website;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;16;15;No;20/06/2021;26/08/2021;9/03/2023
659685;API;Referral Sites;No;No;0;3;335;3;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;13;No;12/03/2022;;
659676;API;Referral Sites;No;No;0;4;75;4;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;13;No;18/02/2022;;
659644;Landing Page Submission;Direct Traffic;No;No;0;6;97;3;Email Opened;SG2A - Importadores;;No;No;No;No;No;No;15;18;Yes;10/08/2021;;
659631;Lead Add Form;Reference;No;No;1;;1007;;;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;14;20;No;16/04/2020;2/06/2020;1/08/2021
659630;Landing Page Submission;Organic Search;No;No;0;2;1085;2;Converted to Lead;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;13;14;Yes;14/10/2022;;
659614;API;Organic Search;No;No;0;3;214;3;Page Visited on Website;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;8/02/2020;;
659607;API;Chat;No;No;1;6;1158;1.5;Email Opened;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;15;14;Yes;2/03/2021;20/05/2021;15/02/2023
659600;Landing Page Submission;Google;No;No;0;4;101;4;Email Opened;SG1A - Agentes de Carga;;No;No;No;No;No;No;15;18;No;19/05/2022;;
659582;Landing Page Submission;Google;No;No;0;9;838;4.5;Email Opened;SG3 - Otros;;No;No;No;No;No;No;13;15;No;30/10/2020;;
659562;Landing Page Submission;Direct Traffic;No;No;0;4;161;2;Unreachable;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;12;17;No;25/07/2021;;
659555;Landing Page Submission;Google;No;No;0;2;511;2;Form Submitted on Website;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;9;15;No;17/09/2022;;
659545;API;Chat;No;No;0;0;0;0;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;12/11/2021;;
659523;API;Google;No;No;1;5;1110;5;Chat Conversation;SG2A - Importadores;Gerente de operaciones logisticas;No;No;No;No;No;No;16;16;No;30/07/2021;2/09/2021;11/06/2023
659507;Landing Page Submission;Direct Traffic;No;No;1;5;1563;5;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;20;Yes;29/07/2022;9/09/2022;19/07/2024
659492;API;Referral Sites;No;No;0;7;1633;3.5;Converted to Lead;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;13;No;25/10/2020;;
659474;Landing Page Submission;Google;No;No;0;12;809;4;Unreachable;SG1A - Agentes de Carga;;No;No;No;No;No;No;13;18;No;14/03/2020;;
659469;Landing Page Submission;Direct Traffic;No;No;0;2;638;2;Page Visited on Website;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;14;15;Yes;17/10/2021;;
659447;Landing Page Submission;Organic Search;No;No;0;6;1485;6;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;14;16;Yes;13/11/2022;;
659438;API;Google;No;No;0;9;125;3;Page Visited on Website;;;No;No;No;No;No;No;14;15;No;19/02/2022;;
659437;API;Google;No;No;1;3;165;3;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;14/07/2020;26/09/2020;7/03/2022
659411;Landing Page Submission;Google;No;No;0;6;398;3;Chat Conversation;SG2B - Exportadores;;No;No;No;No;No;No;15;15;Yes;22/10/2022;;
659407;API;Organic Search;No;No;0;3;570;3;Converted to Lead;;;No;No;No;No;No;No;13;15;No;23/10/2020;;
659395;Landing Page Submission;Organic Search;No;No;1;6;895;6;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;14;18;Yes;26/09/2020;29/11/2020;18/04/2022
659371;Landing Page Submission;Google;No;No;1;4;1190;4;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;13;18;No;1/09/2021;28/10/2021;13/10/2023
659369;Lead Add Form;Reference;No;No;1;0;0;0;Email Link Clicked;SG3 - Otros;Gerente de operaciones logisticas;No;No;No;No;No;No;14;19;No;21/07/2020;13/09/2020;5/06/2022
659366;API;Direct Traffic;No;No;0;5;1566;5;Converted to Lead;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;11;15;No;31/07/2022;;
659364;API;Google;No;No;1;5;727;5;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;19/07/2020;10/09/2020;24/12/2021
659345;API;Organic Search;No;No;0;4;1248;1.33;Email Opened;;;No;No;No;No;No;No;13;15;No;28/02/2022;;
659334;API;Google;No;No;0;2;767;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;14;No;17/01/2022;;
659293;API;Referral Sites;No;No;0;10;275;3.33;Page Visited on Website;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;13;No;30/04/2021;;
659283;Lead Add Form;Reference;No;No;1;;1111;;;SG1A - Agentes de Carga;Gerente de operaciones logisticas;No;No;No;No;No;No;14;18;No;8/03/2020;22/04/2020;25/07/2021
659281;Landing Page Submission;Google;No;No;0;8;277;4;Email Opened;SG1A - Agentes de Carga;;No;No;No;No;No;No;14;18;No;1/05/2022;;
659263;API;Organic Search;No;No;1;3;1207;1.5;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;16;15;No;21/02/2022;4/05/2022;3/06/2023
659248;API;Google;No;No;0;2;39;1;Converted to Lead;;;No;No;No;No;No;No;16;15;No;5/01/2020;;
659244;Landing Page Submission;Google;No;No;0;4;1638;4;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;12;18;Yes;4/06/2021;;
659238;Landing Page Submission;Direct Traffic;No;No;0;1;127;1;Converted to Lead;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;16;18;Yes;15/08/2020;;
659217;Landing Page Submission;Google;Yes;No;0;4;323;4;Unsubscribed;SG3 - Otros;;No;No;No;No;No;No;13;18;No;8/01/2021;;
659182;API;Google;No;No;0;1;263;1;Converted to Lead;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;14;No;9/10/2022;;
659170;API;Google;No;No;0;2;1218;2;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;11;15;No;24/10/2022;;
659158;Lead Add Form;Reference;No;No;1;;986;;;SG1A - Agentes de Carga;Gerente de operaciones logisticas;No;No;No;No;No;No;14;19;No;18/12/2021;26/01/2022;16/07/2023
659146;Landing Page Submission;Google;No;No;1;5;1091;5;Unreachable;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;20;No;24/11/2020;15/02/2021;15/06/2022
659142;Landing Page Submission;Direct Traffic;No;No;0;4;291;4;Chat Conversation;SG2A - Importadores;;No;No;No;No;No;No;14;16;Yes;16/08/2022;;
659141;Lead Add Form;Reference;No;No;1;0;0;0;Email Opened;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;15;16;No;31/07/2021;20/10/2021;27/11/2022
659138;API;Google;Yes;No;0;1;1759;1;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;16;15;No;6/07/2021;;
659123;Landing Page Submission;Google;No;No;0;5;386;5;Email Opened;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;14;17;No;3/07/2022;;
659117;API;Referral Sites;No;No;0;6;216;2;Page Visited on Website;;;No;No;No;No;No;No;14;13;No;1/06/2021;;
659106;Landing Page Submission;Google;No;No;1;5;1603;5;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;14;20;No;9/03/2020;15/04/2020;25/02/2022
659094;Landing Page Submission;google;No;No;0;7;106;3.5;Page Visited on Website;SG1A - Agentes de Carga;;No;No;No;No;No;No;14;13;No;24/05/2022;;
659079;API;Google;No;No;0;2;73;2;Unreachable;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;12;15;No;1/05/2022;;
659076;API;Google;No;No;0;2;77;2;Converted to Lead;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;15;No;27/01/2020;;
659074;Landing Page Submission;Direct Traffic;No;No;0;3;718;3;Unreachable;SG2B - Exportadores;;No;No;No;No;No;No;13;14;Yes;26/10/2020;;
659057;Landing Page Submission;Google;No;No;0;5;232;2.5;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;13;16;No;3/06/2020;;
659038;Landing Page Submission;Organic Search;No;No;1;5;614;5;Unreachable;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;19;Yes;20/01/2022;9/03/2022;15/11/2023
659036;Landing Page Submission;Direct Traffic;No;No;1;1;1808;1;Converted to Lead;SG2B - Exportadores;;No;No;No;No;No;No;14;14;Yes;24/06/2021;16/09/2021;16/01/2023
659013;Landing Page Submission;Direct Traffic;No;No;0;3;245;3;Unreachable;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;17;Yes;17/02/2022;;
658983;Landing Page Submission;Organic Search;No;No;1;8;1268;4;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;16;18;Yes;21/09/2020;6/11/2020;24/03/2022
658976;Landing Page Submission;Google;No;No;0;2;56;2;Email Bounced;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;12;15;No;16/07/2021;;
658932;API;Referral Sites;No;No;0;4;174;2;Email Link Clicked;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;13;No;23/02/2022;;
658917;Landing Page Submission;Direct Traffic;No;No;0;4;1149;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;18;No;18/06/2021;;
658888;Landing Page Submission;Direct Traffic;No;No;0;2;333;2;Email Opened;SG2B - Exportadores;;No;No;No;No;No;No;14;13;Yes;30/05/2022;;
658856;API;Organic Search;No;No;0;7;471;2.33;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;27/06/2022;;
658852;Landing Page Submission;Direct Traffic;No;No;1;3;1010;3;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;15;16;Yes;24/02/2021;30/04/2021;4/07/2022
658828;Landing Page Submission;Direct Traffic;No;No;0;2;47;2;Email Link Clicked;SG3 - Otros;Asistente de logistica;No;No;No;No;No;No;14;16;Yes;13/06/2022;;
658826;Landing Page Submission;Direct Traffic;No;No;1;3;1528;1.5;Email Opened;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;14;16;Yes;21/12/2020;6/03/2021;19/09/2022
658793;Landing Page Submission;Google;No;No;1;6;919;6;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;20;No;30/06/2020;3/09/2020;23/01/2022
658773;API;Organic Search;No;No;0;1;1173;1;Converted to Lead;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;13/08/2020;;
658766;API;Google;No;No;0;2;351;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;15;No;19/05/2022;;
658744;Landing Page Submission;Direct Traffic;No;No;0;3;381;1.5;Page Visited on Website;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;13;17;Yes;19/01/2022;;
658714;API;Referral Sites;No;No;0;2;1944;2;Email Opened;;;No;No;No;No;No;No;14;13;No;20/04/2021;;
658689;Landing Page Submission;Google;No;No;0;5;65;5;Unreachable;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;13;17;No;12/03/2021;;
658677;API;Google;No;No;0;7;615;7;Form Submitted on Website;SG2B - Exportadores;;No;No;No;No;No;No;13;15;No;24/03/2022;;
658675;Lead Add Form;Reference;No;No;1;0;0;0;Email Opened;SG1A - Agentes de Carga;Gerente de operaciones logisticas;No;No;No;No;No;No;14;20;No;16/03/2022;8/05/2022;5/01/2024
658652;Landing Page Submission;Direct Traffic;No;No;0;2;383;2;Email Link Clicked;SG3 - Otros;;No;No;No;No;No;No;14;16;Yes;11/07/2020;;
658634;Lead Add Form;Reference;No;No;1;0;0;0;Email Opened;SG2B - Exportadores;Gerente de operaciones logisticas;No;No;No;No;No;No;14;19;No;27/11/2021;23/02/2022;8/11/2023
658620;API;Chat;No;No;0;0;0;0;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;26/06/2021;;
658618;API;Referral Sites;No;No;0;4;904;4;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;17;13;No;8/12/2020;;
658612;API;Google;No;No;0;1;164;1;Converted to Lead;;;No;No;No;No;No;No;14;15;No;5/03/2021;;
658606;API;Google;No;No;0;2;1793;2;Converted to Lead;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;11;15;No;18/07/2020;;
658571;API;Organic Search;No;No;1;8;877;2.67;Email Link Clicked;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;14;16;No;24/11/2021;23/01/2022;17/10/2023
658561;Lead Add Form;Reference;No;No;1;0;0;0;Unreachable;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;14;20;No;23/11/2020;24/01/2021;12/05/2022
658531;API;Organic Search;No;No;1;6;385;6;Converted to Lead;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;16;No;30/05/2021;18/08/2021;13/08/2023
658527;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No;12/06/2020;;
658481;API;Google;No;No;0;12;68;1.71;Page Visited on Website;SG1C - Aerolineas;;No;No;No;No;No;No;16;15;No;3/05/2022;;
658470;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No;1/04/2021;;
658458;Landing Page Submission;Google;No;No;0;3;192;3;Email Opened;SG3 - Otros;;No;No;No;No;No;No;14;17;No;26/04/2021;;
658448;Landing Page Submission;Google;No;No;0;5;309;5;Chat Conversation;SG1A - Agentes de Carga;;No;No;No;No;No;No;15;18;No;30/04/2020;;
658430;API;Organic Search;No;No;0;4;342;4;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;7/06/2022;;
658421;API;Google;No;No;0;2;78;1;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;5/02/2022;;
658322;API;Referral Sites;No;No;0;4;77;4;Unreachable;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;12;13;No;16/03/2022;;
658321;API;Referral Sites;No;No;1;3;1299;3;Chat Conversation;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;16;13;No;30/06/2021;31/08/2021;1/07/2023
658309;Lead Add Form;Reference;No;No;1;0;0;0;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;19;No;2/03/2020;25/05/2020;21/05/2022
658299;API;Referral Sites;No;No;0;2;457;2;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;13;13;No;13/01/2021;;
658288;API;Organic Search;No;No;0;5;358;5;Page Visited on Website;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;15;No;2/10/2021;;
658281;Landing Page Submission;Direct Traffic;No;No;0;3;481;3;Email Link Clicked;SG2B - Exportadores;;No;No;No;No;No;No;13;16;Yes;18/09/2021;;
658277;Landing Page Submission;Direct Traffic;No;No;1;1;1106;1;Converted to Lead;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;15;16;Yes;3/12/2021;25/02/2022;9/09/2023
658258;Lead Add Form;Reference;No;No;1;;1070;;;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;18;No;17/02/2021;24/04/2021;9/08/2022
658243;Lead Add Form;Reference;No;No;1;0;0;0;Email Opened;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;17;No;28/06/2020;19/08/2020;31/07/2022
658234;Landing Page Submission;Google;No;No;0;5;207;2.5;Form Submitted on Website;SG1A - Agentes de Carga;;No;No;No;No;No;No;12;18;No;8/05/2020;;
658231;Landing Page Submission;Direct Traffic;No;No;1;2;1587;2;Email Opened;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;14;13;No;26/08/2021;9/10/2021;9/04/2023
658222;Landing Page Submission;Direct Traffic;No;No;1;2;1509;2;Email Opened;SG2B - Exportadores;Asistente de logistica;No;No;No;No;No;No;10;18;Yes;29/10/2021;18/01/2022;24/11/2023
658220;API;Organic Search;No;No;0;4;331;4;Unreachable;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;12;15;No;22/10/2021;;
658203;API;Organic Search;No;No;1;3;1407;1.5;Converted to Lead;SG2A - Importadores;Asistente de logistica;No;No;No;No;No;No;15;15;No;5/06/2021;12/07/2021;9/04/2023
658188;Landing Page Submission;Google;No;No;0;1;123;1;Converted to Lead;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;13;No;4/12/2020;;
658178;API;Organic Search;No;No;0;1;100;1;Converted to Lead;SG1A - Agentes de Carga;Asistente de logistica;No;No;No;No;No;No;14;15;No;21/02/2020;;
